name-anion,smiles-anion,steiger-anion,Marsili Partial Charges-anion,BalabanJ-anion,BertzCT-anion,Ipc-anion,HallKierAlpha-anion,Kappa1-anion,Kappa2-anion,Kappa3-anion,Chi0-anion,Chi1-anion,Chi0n-anion,Chi1n-anion,Chi2n-anion,Chi3n-anion,Chi4n-anion,Chi0v-anion,Chi1v-anion,Chi2v-anion,Chi3v-anion,Chi4v-anion,MolLogP-anion,MolMR-anion,MolWt-anion,HeavyAtomCount-anion,HeavyAtomMolWt-anion,NHOHCount-anion,NOCount-anion,NumHAcceptors-anion,NumHDonors-anion,NumHeteroatoms-anion,NumRotatableBonds-anion,NumValenceElectrons-anion,RingCount-anion,TPSA-anion,LabuteASA-anion,PEOE_VSA1-anion,PEOE_VSA2-anion,PEOE_VSA3-anion,PEOE_VSA4-anion,PEOE_VSA5-anion,PEOE_VSA6-anion,PEOE_VSA7-anion,PEOE_VSA8-anion,PEOE_VSA9-anion,PEOE_VSA10-anion,PEOE_VSA11-anion,PEOE_VSA12-anion,PEOE_VSA13-anion,PEOE_VSA14-anion,SMR_VSA1-anion,SMR_VSA2-anion,SMR_VSA3-anion,SMR_VSA4-anion,SMR_VSA5-anion,SMR_VSA6-anion,SMR_VSA7-anion,SMR_VSA8-anion,SMR_VSA9-anion,SMR_VSA10-anion,SlogP_VSA1-anion,SlogP_VSA2-anion,SlogP_VSA3-anion,SlogP_VSA4-anion,SlogP_VSA5-anion,SlogP_VSA6-anion,SlogP_VSA7-anion,SlogP_VSA8-anion,SlogP_VSA9-anion,SlogP_VSA10-anion,SlogP_VSA11-anion,SlogP_VSA12-anion,EState_VSA1-anion,EState_VSA2-anion,EState_VSA3-anion,EState_VSA4-anion,EState_VSA5-anion,EState_VSA6-anion,EState_VSA7-anion,EState_VSA8-anion,EState_VSA9-anion,EState_VSA10-anion,EState_VSA11-anion,VSA_EState1-anion,VSA_EState2-anion,VSA_EState3-anion,VSA_EState4-anion,VSA_EState5-anion,VSA_EState6-anion,VSA_EState7-anion,VSA_EState8-anion,VSA_EState9-anion,VSA_EState10-anion,Topliss fragments-anion,name-cation,smiles-cation,steiger-cation,Marsili Partial Charges-cation,BalabanJ-cation,BertzCT-cation,Ipc-cation,HallKierAlpha-cation,Kappa1-cation,Kappa2-cation,Kappa3-cation,Chi0-cation,Chi1-cation,Chi0n-cation,Chi1n-cation,Chi2n-cation,Chi3n-cation,Chi4n-cation,Chi0v-cation,Chi1v-cation,Chi2v-cation,Chi3v-cation,Chi4v-cation,MolLogP-cation,MolMR-cation,MolWt-cation,HeavyAtomCount-cation,HeavyAtomMolWt-cation,NHOHCount-cation,NOCount-cation,NumHAcceptors-cation,NumHDonors-cation,NumHeteroatoms-cation,NumRotatableBonds-cation,NumValenceElectrons-cation,RingCount-cation,TPSA-cation,LabuteASA-cation,PEOE_VSA1-cation,PEOE_VSA2-cation,PEOE_VSA3-cation,PEOE_VSA4-cation,PEOE_VSA5-cation,PEOE_VSA6-cation,PEOE_VSA7-cation,PEOE_VSA8-cation,PEOE_VSA9-cation,PEOE_VSA10-cation,PEOE_VSA11-cation,PEOE_VSA12-cation,PEOE_VSA13-cation,PEOE_VSA14-cation,SMR_VSA1-cation,SMR_VSA2-cation,SMR_VSA3-cation,SMR_VSA4-cation,SMR_VSA5-cation,SMR_VSA6-cation,SMR_VSA7-cation,SMR_VSA8-cation,SMR_VSA9-cation,SMR_VSA10-cation,SlogP_VSA1-cation,SlogP_VSA2-cation,SlogP_VSA3-cation,SlogP_VSA4-cation,SlogP_VSA5-cation,SlogP_VSA6-cation,SlogP_VSA7-cation,SlogP_VSA8-cation,SlogP_VSA9-cation,SlogP_VSA10-cation,SlogP_VSA11-cation,SlogP_VSA12-cation,EState_VSA1-cation,EState_VSA2-cation,EState_VSA3-cation,EState_VSA4-cation,EState_VSA5-cation,EState_VSA6-cation,EState_VSA7-cation,EState_VSA8-cation,EState_VSA9-cation,EState_VSA10-cation,EState_VSA11-cation,VSA_EState1-cation,VSA_EState2-cation,VSA_EState3-cation,VSA_EState4-cation,VSA_EState5-cation,VSA_EState6-cation,VSA_EState7-cation,VSA_EState8-cation,VSA_EState9-cation,VSA_EState10-cation,Topliss fragments-cation,"Temperature, K","Pressure, kPa","Thermal conductivity, W/m/K"
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,294.7,10000.0,0.171
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,294.7,20000.0,0.17300000000000001
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,314.8,100.0,0.16899999999999998
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,314.8,10000.0,0.171
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,314.8,20000.0,0.17300000000000001
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,334.9,100.0,0.168
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,334.9,10000.0,0.171
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,334.9,20000.0,0.17300000000000001
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,300.0,101.325,0.18600000000000003
tetrafluoroborate,[B-](F)(F)(F)F,777.0,777.0,3.0237157840738176,19.11941547876375,3.6096404744368114,-0.2150649350649352,4.7849350649350635,0.8771858208710783,260.71382488733417,4.5,2.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,2.089208161226535,0.8728715609439696,0.4948716593053936,0.0,0.0,1.3,10.186000000000002,86.80400000000002,5.0,86.80400000000002,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,25.891662677549874,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25440835308271,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,7.25440835308271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26263557438497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-6.0,0.0,777.0,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C,777.0,777.0,2.422977777805392,190.89259058064118,256.72310814936304,-0.79,7.318577633007603,3.396271974255177,1.8650356476646408,7.397341225498537,4.825698502695488,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,6.747798342128438,3.8366770350253208,2.670461187345554,1.5935989222832576,0.9746726803266176,1.1127,40.51600000000001,139.22199999999998,10.0,124.102,0.0,2.0,1.0,0.0,2.0,3.0,56.0,1.0,8.809999999999997,62.10486506663146,0.0,0.0,9.134199295582711,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,13.592428388589767,12.39368714322615,0.0,6.3273200747645415,0.0,0.0,4.5670996477913555,0.0,4.5670996477913555,7.0476719826771905,26.310136851455216,0.0,18.721007217990696,0.0,0.0,0.0,4.5670996477913555,4.5670996477913555,13.592428388589767,0.0,19.765380445542647,18.721007217990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912576,12.841643245852019,0.0,7.0476719826771905,34.778943713264034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276944444444443,14.223055555555556,0.0,777.0,310.0,101.325,0.185
